avaliacao,ano
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
"Nem concordo, nem discordo",20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo totalmente,20X3
Discordo totalmente,20X3
Discordo parcialmente,20X3
Discordo parcialmente,20X3
"Nem concordo, nem discordo",20X3
